# Copyright © 2012, Stanford University. All rights reserved.
#
# Authors:
#    Jonathan R Karr, jkarr@stanford.edu
#    Jayodita C Sanghvi, jayodita@stanford.edu
#    Derek N Macklin, macklin@stanford.edu
#    Jared M Jacobs, jmjacobs@stanford.edu
#    Markus W Covert, mcovert@stanford.edu
#
# Affiliation:
#    Covert Lab
#    Department of Bioengineering
#    Stanford University
#    http://covertlab.stanford.edu
#
# The format of this file is defined at http://bioinformatics.ai.sri.com/ptools/flatfile-format.html.
#
# Species: Mycoplasma genitalium G37
# Database: MGEN243273cyc
# Version: 16.0
# File Name: compound-links.dat
# Date and time generated: March 29, 2012, 18:01:32
#
dCMP_GLYC		NC1=NC(=O)N(C2CC(O)C(COP([O-])([O-])=O)O2)C(O)C1O	2-'deoxycytidine monophosphate glycol	[5-(4-amino-5,6-dihydroxy-2-oxo-1,2,5,6-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(4-amino-5,6-dihydroxy-2-oxo-5,6-dihydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
dCpdCp		NC1=NC(=O)N(C=C1)C1CC(O)C(COP([O-])(=O)OC2CC(OC2COP([O-])([O-])=O)N2C=CC(N)=NC2=O)O1	dCp-dCp	[5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] [5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(4-amino-2-oxopyrimidin-1-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] [5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
DCTP		C2(N(C1(OC(C(C1)O)COP(OP(OP([O-])([O-])=O)([O-])=O)([O-])=O))C(N=C(C=2)N)=O)	dCTP	({[5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate	({[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate
dC_GLYC		C1C(C(OC1N2C(C(C(=NC2=O)N)O)O)CO)O	2-'deoxycytidine glycol	4-amino-5,6-dihydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,5,6-tetrahydropyrimidin-2-one	4-amino-5,6-dihydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5,6-dihydropyrimidin-2-one
DDCA		CCCCCCCCCCCC(=O)[O-]	Dodecanoate (n-C12:0)	dodecanoate	laurate
DDECG3P		CCCCCCCCCCCC(=O)OCC(O)COP([O-])([O-])=O	1-dodecanoyl-sn-glycerol 3-phosphate	2-hydroxy-3-(phosphonatooxy)propyl dodecanoate	2-hydroxy-3-(phosphonatooxy)propyl dodecanoate
ddRibose5P		O[C@H]1CC[C@@H](COP([O-])([O-])=O)O1	dideoxyribose 5'-phosphate	[(2S,5R)-5-hydroxyoxolan-2-yl]methyl phosphate	[(2S,5R)-5-hydroxyoxolan-2-yl]methyl phosphate
DEN		CCN(CC)N=O	diethyl nitrosamine	diethyl(nitroso)amine	DANA
deoxyG6P		OC(COP(O)(O)=O)C(O)C(O)CC=O	2-deoxy-glucose-6-phosphate	[(2,3,4-trihydroxy-6-oxohexyl)oxy]phosphonic acid	[(2,3,4-trihydroxy-6-oxohexyl)oxy]phosphonic acid
deoxyGLC		C(O)C1(OC(O)CC(O)C(O)1)	2-deoxy-glucose	6-(hydroxymethyl)oxane-2,4,5-triol	6-(hydroxymethyl)oxane-2,4,5-triol
DES		CCOS(=O)(=O)OCC	diethyl sulfate	diethyl sulfate	diethyl sulfate
DG		C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O	deoxyguanosine	2-amino-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one	2-amino-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one
DGDP		C(OP(=O)([O-])OP(=O)([O-])[O-])C1(OC(CC(O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))	dGDP	[5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl (phosphonatooxy)phosphonate	[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl (phosphonatooxy)phosphonate
DGMP		C(OP(=O)([O-])[O-])C1(OC(CC(O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))	dGMP	[5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
dGpdGp		NC1=NC2=C(N=CN2C2CC(O)C(COP([O-])(=O)OC3CC(OC3COP([O-])([O-])=O)N3C=NC4=C3N=C(N)NC4=O)O2)C(=O)N1	dGp-dGp	[5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] [5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(2-amino-6-oxo-1H-purin-9-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] [5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
DGTP		C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C1(OC(CC(O)1)N3(C=NC2(C(=O)NC(N)=NC=23)))	dGTP	({[5-(2-amino-6-oxo-6,9-dihydro-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate	({[5-(2-amino-6-oxo-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate
DHA		C(C(=O)CO)O	Dihydroxyacetone	1,3-dihydroxypropan-2-one	dihydroxyacetone
DHdT		CC1CN(C(=O)NC1=O)C2CC(C(O2)CO)O	5,6-dihydro-2'-deoxythymidine	1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,3-diazinane-2,4-dione	1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,3-diazinane-2,4-dione
DHdTMP		CC1CN(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC1=O	5,6-dihydro-2'-deoxythymidine monophosphate	[3-hydroxy-5-(5-methyl-2,4-dioxo-1,3-diazinan-1-yl)oxolan-2-yl]methyl phosphate	[3-hydroxy-5-(5-methyl-2,4-dioxo-1,3-diazinan-1-yl)oxolan-2-yl]methyl phosphate
DHdU		C1C(C(OC1N2C(=C(C(=O)NC2=O)O)O)CO)O	5,6-dihydroxy-2'-deoxyuridine	5,6-dihydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione	5,6-dihydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-pyrimidine-2,4-dione
DHdUMP		OC1CC(OC1COP([O-])([O-])=O)N1C(=O)NC(=O)C(O)=C1O	5,6-dihydroxy-2'-deoxyuridine monophosphate	[5-(5,6-dihydroxy-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(5,6-dihydroxy-2,4-dioxo-3H-pyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
DHF		NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)NC(CCC([O-])=O)C([O-])=O)=N2)N1	dihydrofolate	2-[(4-{[(2-amino-4-oxo-1,4,7,8-tetrahydropteridin-6-yl)methyl]amino}phenyl)formamido]pentanedioate	2-[(4-{[(2-amino-4-oxo-7,8-dihydro-1H-pteridin-6-yl)methyl]amino}phenyl)formamido]pentanedioate
dhpdU		C1=C(C(N(C(N1C2OC(C(C2)O)CO)=O)[H])=O)CCCC(O)CO	5'-dihydroxypentyl-2'-deoxyuridine	5-(4,5-dihydroxypentyl)-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione	5-(4,5-dihydroxypentyl)-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-pyrimidine-2,4-dione
dhpdUMP		[H]N1C(=O)N(C=C(CCCC(O)CO)C1=O)C1CC(O)C(COP([O-])([O-])=O)O1	5'-dihydroxypentyl-2'-deoxyuridine monophosphate	{5-[5-(4,5-dihydroxypentyl)-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl]-3-hydroxyoxolan-2-yl}methyl phosphate	{5-[5-(4,5-dihydroxypentyl)-2,4-dioxo-3H-pyrimidin-1-yl]-3-hydroxyoxolan-2-yl}methyl phosphate
dhpURA		C1=C(C(N(C(N1)=O)[H])=O)CCCC(O)CO	5'-dihydroxypentyluracil	5-(4,5-dihydroxypentyl)-1,2,3,4-tetrahydropyrimidine-2,4-dione	5-(4,5-dihydroxypentyl)-1,3-dihydropyrimidine-2,4-dione
DHTHY		CC1CNC(=O)NC1=O	5,6-dihydrothymine	5-methyl-1,3-diazinane-2,4-dione	5,6-dihydrothymine
DHURA		N1C(=C(C(=O)NC1=O)O)O	5,6-dihydroxyuracil; dialuric acid	5,6-dihydroxy-1,2,3,4-tetrahydropyrimidine-2,4-dione	5,6-dihydroxy-1,3-dihydropyrimidine-2,4-dione
diacylglycerolCys		CCCCCCCCCCCCCCCC(=O)OCC(CSCC(N)C(O)=O)OC(=O)CCCCCCCCCCCCCCC	S-diacylglycerol cysteine 	2-amino-3-{[2,3-bis(hexadecanoyloxy)propyl]sulfanyl}propanoic acid	2-amino-3-{[2,3-bis(hexadecanoyloxy)propyl]sulfanyl}propanoic acid
DIBUTYRIN		CCCC(=O)COC(CO)OC(=O)CCC	dibutyrin	2-hydroxy-1-[(2-oxopentyl)oxy]ethyl butanoate	2-hydroxy-1-[(2-oxopentyl)oxy]ethyl butanoate
difloxacin		CN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F	difloxacin
dINS		C1C(C(OC1N2C=NC3=C2NC=NC3=O)CO)O	2'-deoxyinosine	9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-3H-purin-6-one	9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one
dINSMP		OC1CC(OC1COP([O-])([O-])=O)N1C=NC2=C1NC=NC2=O	2'-deoxyinosine monophosphate	[3-hydroxy-5-(6-oxo-6,9-dihydro-3H-purin-9-yl)oxolan-2-yl]methyl phosphate	[3-hydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]methyl phosphate
DMBA		CC(C)(C1=CC=CC=C1)O	dimethylbenzyl alcohol	2-phenylpropan-2-ol	2-phenyl isopropanol
DMN		CN(C)N=O	dimethyl nitrosamine	dimethyl(nitroso)amine	dimethylnitrosamine
DNAD		C(C5(C=CC=[N+](C1(C(C(O)C(O1)COP(=O)([O-])OP([O-])(OCC4(C(O)C(O)C(N2(C3(C(N=C2)=C(N=CN=3)N)))O4))=O)O))C=5))([O-])=O	Deamino-NAD+	1-[5-({[({[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphinato]oxy}methyl)-3,4-dihydroxyoxolan-2-yl]-1$l^{5}-pyridin-1-ylium-3-carboxylate	1-[5-({[({[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphinato]oxy}methyl)-3,4-dihydroxyoxolan-2-yl]-1$l^{5}-pyridin-1-ylium-3-carboxylate
doxorubicin		CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	Doxorubicin	10-[(4-amino-5-hydroxy-6-methyloxan-2-yl)oxy]-6,8,11-trihydroxy-8-(2-hydroxyacetyl)-1-methoxy-5,7,8,9,10,12-hexahydrotetracene-5,12-dione	adriamycin
DPCOA		CC(C)(COP([O-])(=O)OP([O-])(=O)OCC1OC(C(O)C1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS	dephospho-CoA	[3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propyl] ({[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphonate	[3-hydroxy-2,2-dimethyl-3-({2-[(2-sulfanylethyl)carbamoyl]ethyl}carbamoyl)propyl] ({[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphonato}oxy)phosphonate
DPG		OC(COP([O-])([O-])=O)C(=O)OP([O-])([O-])=O	3-Phospho-D-glyceroyl phosphate	{[2-hydroxy-3-(phosphonatooxy)propanoyl]oxy}phosphonate	{[2-hydroxy-3-(phosphonatooxy)propanoyl]oxy}phosphonate
DR1P		OCC1OC(CC1O)OP([O-])([O-])=O	2-Deoxy-D-ribose 1-phosphate	[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] phosphate	[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] phosphate
DR5P		OC1CC(O)C(COP([O-])([O-])=O)O1	2-Deoxy-D-ribose 5-phosphate	(3,5-dihydroxyoxolan-2-yl)methyl phosphate	(3,5-dihydroxyoxolan-2-yl)methyl phosphate
dRibose5P_ddRibose5P		O[C@@H]1CC[C@@H](CO[P@@]([O-])(=O)O[C@H]2C[C@@H](O)O[C@@H]2COP([O-])([O-])=O)O1	deoxyribose 5'-phosphate - dideoxyribose 5'-phosphate	5-(hydroxymethyl)-4-({[(5-hydroxyoxolan-2-yl)methoxy]phospho}oxy)oxolan-2-ol	5-(hydroxymethyl)-4-({[(5-hydroxyoxolan-2-yl)methoxy]phospho}oxy)oxolan-2-ol
dRibose5P_dRibose5P		OC1CC(O)C(COP([O-])(=O)OC2CC(O)OC2COP([O-])([O-])=O)O1	2-Deoxy-D-ribose 5-phosphate dimer	(3,5-dihydroxyoxolan-2-yl)methyl {5-hydroxy-2- [(phosphonatooxy)methyl]oxolan-3-yl} phosphate	(3,5-dihydroxyoxolan-2-yl)methyl {5-hydroxy-2- [(phosphonatooxy)methyl]oxolan-3-yl} phosphate
DT		CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	thymidine	1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,2,3,4-tetrahydropyrimidine-2,4-dione	thymidine
dT64dC		C1C(C(OC1N2C=CC(=NC2=O)C3C(C)(C(NC(N3C4CC(C(O4)CO)O)=O)=O)N)CO)O	2'-deoxythymidine-[6,4]-2'-deoxycytidine	5-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-1,2-dihydropyrimidin-4-yl}-5-methyl-1,3-diazinane-2,4-dione	5-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxopyrimidin-4-yl}-5-methyl-1,3-diazinane-2,4-dione
dT64dC_dewar		C1C(C(OC1N3C2=CC(N2C3=O)C4C(C)(C(NC(N4C5CC(C(O5)CO)O)=O)=O)N)CO)O	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product	5-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-5-methyl-1,3-diazinane-2,4-dione	5-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-5-methyl-1,3-diazinane-2,4-dione
dT64dT		CC1(C(N(C(=O)NC1=O)C2CC(C(O2)CO)O)C3=NC(=O)N(C=C3C)C4CC(C(O4)CO)O)O	2'-deoxythymidine-[6,4]-2'-deoxythymidine	5-hydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2-oxo-1,2-dihydropyrimidin-4-yl}-5-methyl-1,3-diazinane-2,4-dione	5-hydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2-oxopyrimidin-4-yl}-5-methyl-1,3-diazinane-2,4-dione
dT64dT_dewar		CC2=C1N(C(=O)N1C2C3C(C)(C(NC(N3C4CC(C(O4)CO)O)=O)=O)O)C5CC(C(O5)CO)O	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product	5-hydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-5-methyl-1,3-diazinane-2,4-dione	5-hydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-{3-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl}-5-methyl-1,3-diazinane-2,4-dione
DTDP		CC1(=CN(C(=O)NC(=O)1)C2(CC(O)C(COP(=O)([O-])OP(=O)([O-])[O-])O2))	dTDP	[3-hydroxy-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methyl (phosphonatooxy)phosphonate	[3-hydroxy-5-(5-methyl-2,4-dioxo-3H-pyrimidin-1-yl)oxolan-2-yl]methyl (phosphonatooxy)phosphonate
DTMP		CC1(=CN(C(=O)NC(=O)1)C2(CC(O)C(COP(=O)([O-])[O-])O2))	dTMP	[3-hydroxy-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methyl phosphate	[3-hydroxy-5-(5-methyl-2,4-dioxo-3H-pyrimidin-1-yl)oxolan-2-yl]methyl phosphate
dTMP64dCMP		CC1(N)C(N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC1=O)C1=NC(=O)N(C=C1)C1CC(O)C(COP([O-])([O-])=O)O1	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	{5-[5-amino-6-(1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2-oxo-1,2-dihydropyrimidin-4-yl)-5-methyl-2,4-dioxo-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl}methyl phosphate	{5-[5-amino-6-(1-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-2-oxopyrimidin-4-yl)-5-methyl-2,4-dioxo-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl}methyl phosphate
dTMP64dCMP_dewar		CC1(N)C(C2C=C3N2C(=O)N3C2CC(O)C(COP([O-])([O-])=O)O2)N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC1=O	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	{5-[6-(5-amino-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2,6-dioxo-1,3-diazinan-4-yl)-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-3-yl]-3-hydroxyoxolan-2-yl}methyl phosphate	{5-[6-(5-amino-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2,6-dioxo-1,3-diazinan-4-yl)-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-3-yl]-3-hydroxyoxolan-2-yl}methyl phosphate
dTMP64dTMP		CC1=CN(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)N=C1C1N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC(=O)C1(C)O	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	{3-hydroxy-5-[4-(5-hydroxy-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2,6-dioxo-1,3-diazinan-4-yl)-5-methyl-2-oxo-1,2-dihydropyrimidin-1-yl]oxolan-2-yl}methyl phosphate	{3-hydroxy-5-[4-(5-hydroxy-3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2,6-dioxo-1,3-diazinan-4-yl)-5-methyl-2-oxopyrimidin-1-yl]oxolan-2-yl}methyl phosphate
dTMP64dTMP_dewar		CC1=C2N(C1C1N(C3CC(O)C(COP([O-])([O-])=O)O3)C(=O)NC(=O)C1(C)O)C(=O)N2C1CC(O)C(COP([O-])([O-])=O)O1	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	{3-hydroxy-5-[5-hydroxy-6-(3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl)-5-methyl-2,4-dioxo-1,3-diazinan-1-yl]oxolan-2-yl}methyl phosphate	{3-hydroxy-5-[5-hydroxy-6-(3-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-5-methyl-2-oxo-1,3-diazabicyclo[2.2.0]hex-4-en-6-yl)-5-methyl-2,4-dioxo-1,3-diazinan-1-yl]oxolan-2-yl}methyl phosphate
dTMP_GLYC		CC1(O)C(O)N(C2CC(O)C(COP([O-])([O-])=O)O2)C(=O)NC1=O	2'-deoxythymidine monophosphate glycol	[5-(5,6-dihydroxy-5-methyl-2,4-dioxo-1,3-diazinan-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(5,6-dihydroxy-5-methyl-2,4-dioxo-1,3-diazinan-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
dTpdTp		CC1=CN(C2CC(O)C(COP([O-])(=O)OC3CC(OC3COP([O-])([O-])=O)N3C=C(C)C(=O)NC3=O)O2)C(=O)NC1=O	dTp-dTp	[3-hydroxy-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methyl [5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] phosphate	[3-hydroxy-5-(5-methyl-2,4-dioxo-3H-pyrimidin-1-yl)oxolan-2-yl]methyl [5-(5-methyl-2,4-dioxo-3H-pyrimidin-1-yl)-2-[(phosphonatooxy)methyl]oxolan-3-yl] phosphate
DTTP		CC1(=CN(C(=O)NC(=O)1)C2(CC(O)C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2))	dTTP	({[3-hydroxy-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate	({[3-hydroxy-5-(5-methyl-2,4-dioxo-3H-pyrimidin-1-yl)oxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate
dT_GLYC		CC1(C(N(C(=O)NC1=O)C2CC(C(O2)CO)O)O)O	2'-deoxythymidine glycol	5,6-dihydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,3-diazinane-2,4-dione	5,6-dihydroxy-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methyl-1,3-diazinane-2,4-dione
DU		C1C(C(OC1N2C=CC(=O)NC2=O)CO)O	deoxyuridine	1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione	uridine, 2'-deoxy-
DUDP		C1(=CC(=O)NC(=O)N1C2(CC(O)C(COP(=O)([O-])OP(=O)([O-])[O-])O2))	dUDP	[5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl (phosphonatooxy)phosphonate	[5-(2,4-dioxo-3H-pyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl (phosphonatooxy)phosphonate
DUMP		C1(=CC(=O)NC(=O)N1C2(CC(O)C(COP(=O)([O-])[O-])O2))	dUMP	[5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(2,4-dioxo-3H-pyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
DUTP		C1(=CC(=O)NC(=O)N1C2(CC(O)C(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2))	dUTP	({[5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate	({[5-(2,4-dioxo-3H-pyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphonato}oxy)(phosphonatooxy)phosphinate
dXAN		C1C(C(OC1N2C=NC3=C2NC(=O)NC3=O)CO)O	2'-deoxyxanthosine	9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-2,3,6,9-tetrahydro-1H-purine-2,6-dione	9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3-dihydropurine-2,6-dione
dXANMP		OC1CC(OC1COP([O-])([O-])=O)N1C=NC2=C1NC(=O)NC2=O	2'-deoxyxanthosine monophosphate	[5-(2,6-dioxo-2,3,6,9-tetrahydro-1H-purin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	[5-(2,6-dioxo-1,3-dihydropurin-9-yl)-3-hydroxyoxolan-2-yl]methyl phosphate
e1AD		CC[N+]1=C(N)C2=C(NC=N2)N=C1	1-ethyladenine	6-amino-1-ethyl-9H-purin-1-ium	6-amino-1-ethyl-9H-purin-1-ium
e1dA		CC[N+]1=C(N)C2=C(N=C1)N(C=N2)C1CC(O)C(CO)O1	1-ethyl-2'-deoxyadenosine	6-amino-1-ethyl-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-9H-purin-1-ium	6-amino-1-ethyl-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-1-ium
e1dAMP		CC[N+]1=C(N)C2=C(N=C1)N(C=N2)C1CC(O)C(COP([O-])([O-])=O)O1	1-ethyl-2'-deoxyadenosine monophosphate	6-amino-1-ethyl-9-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}-9H-purin-1-ium	6-amino-1-ethyl-9-{4-hydroxy-5-[(phosphonatooxy)methyl]oxolan-2-yl}purin-1-ium
e1dG		CCN1C(=O)C2=C(N=C1N)N(C=N2)C1CC(O)C(CO)O1	1-ethyl-2'-deoxyguanosine	2-amino-1-ethyl-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6,9-dihydro-1H-purin-6-one	2-amino-1-ethyl-9-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-one
